customer_id,signup_date,plan,industry,region,payment_method,tenure_months,monthly_revenue,cogs,gross_profit,gross_margin_pct,support_tickets,login_frequency,num_users,nps_score,ltv,churned,plan_encoded,region_Asia Pacific,region_Europe,region_Latin America,region_Middle East,region_North America,industry_Education,industry_Finance,industry_Healthcare,industry_Logistics,industry_Manufacturing,industry_Retail,industry_Technology,payment_Bank Transfer,payment_Credit Card,payment_Invoice,payment_PayPal,revenue_per_user,cost_efficiency,engagement_score,risk_score,annual_revenue,revenue_segment,tenure_bucket,profitability_tier
CUST-12199,2021-05-06,Growth,Education,Latin America,Credit Card,37,618.26,245.14,373.12,60.35,5,9,7,4,13805.48,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,88.32,0.6035,24.29,29,7419.12,Medium,Veteran,High
CUST-12200,2023-04-30,Growth,Logistics,Asia Pacific,Invoice,13,582.35,250.75,331.6,56.94,4,10,3,10,4310.78,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,194.12,0.5694,27.16,12,6988.2,Medium,Established,Medium
CUST-12201,2022-01-07,Enterprise,Healthcare,Europe,Bank Transfer,29,5110.4,2274.81,2835.59,55.49,0,18,138,5,82232.16,0,3,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,37.03,0.5549,67.27,10,61324.8,Premium,Veteran,Medium
CUST-12202,2023-10-16,Starter,Logistics,Europe,Credit Card,7,240.67,120.37,120.3,49.99,3,7,2,4,842.11,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,120.34,0.4999,24.6,27,2888.04,Low,Growing,Medium
CUST-12203,2022-10-20,Enterprise,Education,Asia Pacific,Invoice,19,4855.75,1827.8,3027.95,62.36,2,18,148,5,57531.06,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,32.81,0.6236,64.78,16,58269.0,Premium,Established,High
CUST-12204,2021-03-12,Starter,Retail,North America,PayPal,39,232.13,123.06,109.07,46.99,3,6,4,9,4253.63,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,58.03,0.4699,23.43,19,2785.56,Low,Veteran,Medium
CUST-12205,2023-12-12,Growth,Finance,North America,PayPal,5,716.34,283.98,432.36,60.36,0,11,11,7,2161.82,1,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,65.12,0.6036,37.83,11,8596.08,Medium,Growing,High
CUST-12206,2021-07-08,Starter,Technology,Asia Pacific,Bank Transfer,35,179.57,63.51,116.06,64.63,3,4,2,8,4062.08,0,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,89.78,0.6463,20.18,25,2154.84,Low,Veteran,High
CUST-12207,2023-05-01,Starter,Technology,Latin America,PayPal,13,203.68,70.85,132.83,65.22,2,4,3,1,1726.76,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,67.89,0.6522,22.33,36,2444.16,Low,Established,High
CUST-12208,2022-09-30,Enterprise,Healthcare,Middle East,Credit Card,20,4873.82,2220.17,2653.65,54.45,0,11,180,10,53072.99,0,3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,27.08,0.5445,63.31,0,58485.84,Premium,Established,Medium
CUST-12209,2021-07-17,Professional,Healthcare,Asia Pacific,Invoice,35,1466.16,725.19,740.97,50.54,3,15,10,0,25933.85,0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,146.62,0.5054,37.57,29,17593.92,High,Veteran,Medium
CUST-12210,2021-10-20,Growth,Healthcare,Europe,Bank Transfer,31,528.97,260.86,268.11,50.69,2,10,14,10,8311.45,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,37.78,0.5069,32.82,6,6347.64,Medium,Veteran,Medium
CUST-12211,2022-08-02,Starter,Education,North America,PayPal,22,202.08,82.72,119.36,59.07,3,8,2,7,2625.95,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,101.04,0.5907,26.07,19,2424.96,Low,Established,Medium
CUST-12212,2022-01-14,Starter,Healthcare,Europe,Invoice,28,208.02,84.14,123.88,59.55,2,10,2,5,3468.66,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,104.01,0.5955,31.01,16,2496.24,Low,Veteran,Medium
CUST-12213,2021-09-27,Professional,Retail,Latin America,Invoice,32,1460.15,757.6,702.55,48.11,0,16,10,3,22481.71,0,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,146.02,0.4811,45.04,14,17521.8,High,Veteran,Medium
CUST-12214,2023-02-28,Professional,Education,Europe,Credit Card,15,1427.43,533.45,893.98,62.63,1,15,39,10,13409.71,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,36.6,0.6263,45.94,3,17129.16,High,Established,High
CUST-12215,2021-03-11,Growth,Healthcare,North America,Bank Transfer,39,682.88,330.72,352.16,51.57,4,13,5,7,13734.19,0,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,136.58,0.5157,31.87,18,8194.56,Medium,Veteran,Medium
CUST-12216,2021-01-24,Growth,Healthcare,Latin America,Invoice,40,599.7,278.0,321.7,53.64,3,10,8,8,12868.07,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,74.96,0.5364,29.91,13,7196.4,Medium,Veteran,Medium
CUST-12217,2023-04-11,Enterprise,Logistics,Asia Pacific,Bank Transfer,13,5747.7,2758.13,2989.57,52.01,1,20,45,7,38864.46,0,3,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,127.73,0.5201,54.2,9,68972.4,Premium,Established,Medium
CUST-12218,2023-06-20,Growth,Finance,Middle East,Invoice,11,729.15,257.86,471.29,64.64,2,6,6,4,5184.22,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,121.52,0.6464,25.73,26,8749.8,Medium,Growing,High
CUST-12219,2022-11-22,Professional,Education,Middle East,Invoice,18,1715.91,675.12,1040.79,60.66,2,13,35,8,18734.19,0,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,49.03,0.6066,40.39,10,20590.92,High,Established,High
CUST-12220,2023-07-24,Growth,Retail,Asia Pacific,PayPal,10,693.51,402.59,290.92,41.95,0,6,11,8,2909.17,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,63.05,0.4195,30.48,12,8322.12,Medium,Growing,Low
CUST-12221,2021-05-10,Professional,Logistics,Middle East,Invoice,37,1863.93,980.62,883.31,47.39,0,11,11,10,32682.45,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,169.45,0.4739,37.83,0,22367.16,High,Veteran,Medium
CUST-12222,2021-07-13,Enterprise,Education,North America,Bank Transfer,35,6224.89,2279.62,3945.27,63.38,4,18,54,5,138084.29,0,3,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,115.28,0.6338,46.61,22,74698.68,Premium,Veteran,High
CUST-12223,2022-08-29,Enterprise,Logistics,North America,Credit Card,21,4437.39,1985.73,2451.66,55.25,0,18,154,9,51484.93,0,3,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,28.81,0.5525,69.69,2,53248.68,Premium,Established,Medium
CUST-12224,2021-06-19,Professional,Retail,Latin America,PayPal,35,1665.05,866.77,798.28,47.94,1,14,25,5,27939.94,0,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,66.6,0.4794,42.36,13,19980.6,High,Veteran,Medium
CUST-12225,2021-10-18,Growth,Finance,Middle East,Bank Transfer,31,555.46,204.49,350.97,63.19,2,9,7,10,10879.98,0,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,79.35,0.6319,30.29,8,6665.52,Medium,Veteran,High
CUST-12226,2022-12-26,Growth,Logistics,North America,Bank Transfer,17,617.62,285.88,331.74,53.71,0,7,9,6,5639.61,0,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,68.62,0.5371,31.65,14,7411.44,Medium,Established,Medium
CUST-12227,2023-12-28,Growth,Manufacturing,Middle East,Credit Card,5,631.15,290.08,341.07,54.04,0,8,4,6,1705.35,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,157.79,0.5404,32.37,17,7573.8,Medium,Growing,Medium
CUST-12228,2023-02-06,Growth,Education,Middle East,Bank Transfer,16,607.73,204.43,403.3,66.36,2,10,5,9,6452.86,1,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,121.55,0.6636,31.46,8,7292.76,Medium,Established,High
CUST-12229,2021-11-08,Growth,Education,Middle East,Bank Transfer,31,681.65,273.82,407.83,59.83,1,8,8,10,12642.71,0,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,85.21,0.5983,30.97,7,8179.8,Medium,Veteran,Medium
CUST-12230,2021-04-11,Enterprise,Logistics,Europe,Invoice,38,4719.48,2394.46,2325.02,49.26,1,18,176,10,88350.78,0,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,26.82,0.4926,71.0,3,56633.76,Premium,Veteran,Medium
CUST-12231,2023-09-03,Enterprise,Retail,Latin America,PayPal,9,5528.38,2907.24,2621.14,47.41,1,13,169,7,23590.23,0,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,32.71,0.4741,62.6,9,66340.56,Premium,Growing,Medium
CUST-12232,2021-06-03,Growth,Education,Asia Pacific,Credit Card,36,633.44,245.13,388.31,61.3,3,6,3,7,13979.21,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,211.15,0.613,23.28,23,7601.28,Medium,Veteran,High
CUST-12233,2021-05-02,Professional,Healthcare,Middle East,Credit Card,37,1861.24,845.34,1015.9,54.58,2,17,15,0,37588.13,0,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,124.08,0.5458,43.26,26,22334.88,High,Veteran,Medium
CUST-12234,2022-05-12,Growth,Healthcare,Latin America,Bank Transfer,25,610.14,297.24,312.9,51.28,2,9,4,8,7822.52,0,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,152.54,0.5128,29.84,12,7321.68,Medium,Veteran,Medium
CUST-12235,2022-02-01,Growth,Education,Latin America,PayPal,28,632.67,226.27,406.4,64.24,4,9,6,9,11379.26,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,105.44,0.6424,26.14,16,7592.04,Medium,Veteran,High
CUST-12236,2021-10-15,Professional,Technology,Europe,Invoice,32,1359.52,410.75,948.77,69.79,0,25,19,2,30360.55,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,71.55,0.6979,59.63,16,16314.24,High,Veteran,High
CUST-12237,2022-02-26,Starter,Education,Middle East,Bank Transfer,27,244.27,98.69,145.58,59.6,3,5,1,5,3930.79,0,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,244.27,0.596,21.5,29,2931.24,Low,Veteran,Medium
CUST-12238,2021-08-29,Professional,Logistics,Asia Pacific,Credit Card,33,1582.19,823.21,758.98,47.97,0,14,12,5,25046.41,0,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,131.85,0.4797,42.4,10,18986.28,High,Veteran,Medium
CUST-12239,2022-04-21,Starter,Logistics,Middle East,PayPal,25,193.55,95.72,97.83,50.55,4,8,2,9,2445.64,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,96.78,0.5055,24.07,18,2322.6,Low,Veteran,Medium
CUST-12240,2021-11-11,Professional,Logistics,North America,PayPal,31,1823.65,853.64,970.01,53.19,0,11,44,3,30070.24,1,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,41.45,0.5319,42.81,14,21883.8,High,Veteran,Medium
CUST-12241,2022-06-08,Professional,Retail,North America,PayPal,24,1481.4,788.74,692.66,46.76,1,13,43,4,16623.95,0,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,34.45,0.4676,43.6,15,17776.8,High,Established,Medium
CUST-12242,2023-09-25,Enterprise,Finance,Middle East,Bank Transfer,8,5696.49,1842.33,3854.16,67.66,2,13,104,4,30833.29,0,3,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,54.77,0.6766,50.8,18,68357.88,Premium,Growing,High
CUST-12243,2023-01-13,Growth,Manufacturing,North America,Credit Card,16,657.2,302.5,354.7,53.97,1,14,12,5,5675.22,0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,54.77,0.5397,40.4,13,7886.4,Medium,Established,Medium
CUST-12244,2021-04-27,Enterprise,Logistics,Latin America,PayPal,37,4481.32,2100.57,2380.75,53.13,1,14,165,10,88087.85,0,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,27.16,0.5313,63.46,3,53775.84,Premium,Veteran,Medium
CUST-12245,2023-11-07,Professional,Logistics,Asia Pacific,Invoice,6,1343.99,615.77,728.22,54.18,0,15,15,8,4369.31,0,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,89.6,0.5418,44.32,4,16127.88,High,Growing,Medium
CUST-12246,2021-07-27,Professional,Retail,North America,Credit Card,34,1410.73,829.54,581.19,41.2,3,19,21,5,19760.35,0,2,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,67.18,0.412,45.11,19,16928.76,High,Veteran,Low
CUST-12247,2022-03-30,Enterprise,Healthcare,Middle East,PayPal,26,5910.38,2482.05,3428.33,58.01,2,10,80,6,89136.59,0,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,73.88,0.5801,42.77,14,70924.56,Premium,Veteran,Medium
CUST-12248,2023-11-29,Professional,Technology,Latin America,PayPal,6,1280.83,374.28,906.55,70.78,0,15,34,8,5439.27,0,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,37.67,0.7078,47.18,4,15369.96,High,Growing,High
CUST-12249,2021-07-21,Enterprise,Technology,Middle East,Credit Card,34,4970.46,1457.89,3512.57,70.67,0,16,117,9,119427.54,0,3,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,42.48,0.7067,61.17,2,59645.52,Premium,Veteran,High
CUST-12250,2023-05-14,Starter,Logistics,Europe,Invoice,12,222.9,115.88,107.02,48.01,5,9,2,9,1284.19,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,111.45,0.4801,23.54,19,2674.8,Low,Growing,Medium
CUST-12251,2023-12-07,Starter,Retail,Latin America,PayPal,5,236.85,124.77,112.08,47.32,3,6,4,8,560.38,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,59.21,0.4732,23.43,26,2842.2,Low,Growing,Medium
CUST-12252,2022-03-19,Enterprise,Logistics,Latin America,Credit Card,26,4555.41,2291.57,2263.84,49.7,1,20,122,6,58859.96,0,3,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,37.34,0.497,65.8,11,54664.92,Premium,Veteran,Medium
CUST-12253,2022-08-22,Starter,Education,Asia Pacific,Credit Card,21,222.96,86.97,135.99,60.99,4,6,4,6,2855.77,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,55.74,0.6099,21.43,28,2675.52,Low,Established,High
CUST-12254,2023-01-05,Starter,Education,Latin America,Invoice,17,219.16,75.57,143.59,65.52,1,7,3,8,2441.02,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,73.05,0.6552,28.75,13,2629.92,Low,Established,High
CUST-12255,2023-07-03,Professional,Retail,Europe,Invoice,11,1700.98,923.56,777.42,45.7,1,17,34,5,8551.61,0,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,50.03,0.457,48.13,13,20411.76,High,Growing,Medium
CUST-12256,2022-03-05,Professional,Finance,Asia Pacific,Bank Transfer,27,1431.26,546.78,884.48,61.8,1,19,23,8,23880.92,0,2,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,62.23,0.618,49.41,7,17175.12,High,Veteran,High
CUST-12257,2021-12-19,Professional,Education,Latin America,Invoice,29,1537.28,531.22,1006.06,65.44,0,13,26,10,29175.69,0,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,59.13,0.6544,43.04,0,18447.36,High,Veteran,High
CUST-12258,2022-10-11,Starter,Retail,Asia Pacific,Bank Transfer,19,184.54,97.55,86.99,47.14,3,11,3,6,1652.9,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,61.51,0.4714,30.63,17,2214.48,Low,Established,Medium
CUST-12259,2022-10-03,Starter,Education,North America,PayPal,20,225.53,75.9,149.63,66.35,1,7,2,4,2992.56,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,112.76,0.6635,28.6,21,2706.36,Low,Established,High
CUST-12260,2022-06-27,Growth,Logistics,Latin America,Bank Transfer,23,685.98,349.39,336.59,49.07,1,3,11,10,7741.46,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,62.36,0.4907,24.07,17,8231.76,Medium,Established,Medium
CUST-12261,2023-01-11,Enterprise,Retail,Asia Pacific,PayPal,16,5495.52,3067.38,2428.14,44.18,2,17,180,2,38850.25,0,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,30.53,0.4418,68.14,22,65946.24,Premium,Established,Low
CUST-12262,2022-01-24,Growth,Retail,North America,Credit Card,28,699.31,402.55,296.76,42.44,3,10,8,5,8309.21,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,87.41,0.4244,29.91,19,8391.72,Medium,Veteran,Low
CUST-12263,2023-03-27,Professional,Logistics,Middle East,Bank Transfer,14,1634.58,840.73,793.85,48.57,1,18,49,5,11113.95,0,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,33.36,0.4857,51.86,13,19614.96,High,Established,Medium
CUST-12264,2023-04-09,Starter,Healthcare,North America,Credit Card,13,179.03,88.66,90.37,50.48,1,15,3,10,1174.77,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,59.68,0.5048,40.51,3,2148.36,Low,Established,Medium
CUST-12265,2023-03-24,Growth,Education,Asia Pacific,Invoice,14,689.58,275.63,413.95,60.03,4,11,10,7,5795.36,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,68.96,0.6003,29.68,18,8274.96,Medium,Established,High
CUST-12266,2022-10-26,Enterprise,Technology,Asia Pacific,Credit Card,19,5968.3,1677.05,4291.25,71.9,3,20,154,4,81533.69,0,3,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,38.76,0.719,66.63,21,71619.6,Premium,Established,High
CUST-12267,2021-11-14,Enterprise,Logistics,North America,Bank Transfer,31,5557.18,2567.39,2989.79,53.8,1,15,127,9,92683.53,0,3,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,43.76,0.538,59.2,5,66686.16,Premium,Veteran,Medium
CUST-12268,2022-03-25,Professional,Technology,Latin America,Bank Transfer,26,1384.07,495.74,888.33,64.18,0,17,40,6,23096.58,0,2,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,34.6,0.6418,51.03,8,16608.84,High,Veteran,High
CUST-12269,2021-01-26,Growth,Finance,Europe,Bank Transfer,40,688.2,224.61,463.59,67.36,3,11,13,2,18543.65,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,52.94,0.6736,32.14,25,8258.4,Medium,Veteran,High
CUST-12270,2023-06-18,Starter,Logistics,Middle East,PayPal,11,238.43,116.36,122.07,51.2,4,10,2,4,1342.78,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,119.22,0.512,27.01,24,2861.16,Low,Growing,Medium
CUST-12271,2023-03-04,Growth,Finance,Europe,PayPal,15,653.63,235.18,418.45,64.02,1,6,8,10,6276.71,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,81.7,0.6402,28.03,11,7843.56,Medium,Established,High
CUST-12272,2023-01-29,Professional,Logistics,Asia Pacific,PayPal,16,1469.99,743.89,726.1,49.39,0,15,28,5,11617.55,0,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,52.5,0.4939,46.28,10,17639.88,High,Established,Medium
CUST-12273,2021-06-07,Growth,Retail,Middle East,Invoice,36,587.29,298.88,288.41,49.11,0,10,10,7,10382.88,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,58.73,0.4911,36.21,6,7047.48,Medium,Veteran,Medium
CUST-12274,2021-07-17,Growth,Retail,Europe,Bank Transfer,35,536.34,296.86,239.48,44.65,3,3,5,10,8381.93,0,1,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,107.27,0.4465,19.17,23,6436.08,Medium,Veteran,Low
CUST-12275,2022-04-12,Enterprise,Manufacturing,Asia Pacific,Credit Card,26,4454.62,2172.71,2281.91,51.23,1,14,65,5,59329.65,0,3,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,68.53,0.5123,48.39,13,53455.44,Premium,Veteran,Medium
CUST-12276,2023-08-01,Growth,Finance,Asia Pacific,Credit Card,10,681.13,227.91,453.22,66.54,1,8,4,3,4532.2,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,170.28,0.6654,30.37,21,8173.56,Medium,Growing,High
CUST-12277,2021-12-17,Enterprise,Manufacturing,Latin America,Credit Card,29,5613.19,2717.96,2895.23,51.58,0,13,87,7,83961.77,1,3,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,64.52,0.5158,52.23,6,67358.28,Premium,Veteran,Medium
CUST-12278,2023-09-04,Enterprise,Manufacturing,North America,Invoice,9,5203.69,2660.47,2543.22,48.87,2,16,59,10,22888.95,0,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,88.2,0.4887,48.42,6,62444.28,Premium,Growing,Medium
CUST-12279,2022-07-20,Growth,Technology,Asia Pacific,Credit Card,22,518.57,181.64,336.93,64.97,0,14,13,6,7412.4,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,39.89,0.6497,42.55,8,6222.84,Medium,Established,High
CUST-12280,2023-06-02,Starter,Education,Middle East,PayPal,12,191.34,67.75,123.59,64.59,2,8,2,5,1483.11,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,95.67,0.6459,28.07,20,2296.08,Low,Growing,High
CUST-12281,2022-09-27,Growth,Finance,Europe,PayPal,20,746.83,267.18,479.65,64.22,4,10,13,6,9593.07,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,57.45,0.6422,28.67,20,8961.96,Medium,Established,High
CUST-12282,2021-10-23,Professional,Retail,Europe,PayPal,31,1785.13,940.86,844.27,47.29,1,12,19,10,26172.5,0,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,93.95,0.4729,38.51,3,21421.56,High,Veteran,Medium
CUST-12283,2023-01-04,Professional,Logistics,North America,Credit Card,17,1700.87,804.49,896.38,52.7,5,7,28,6,15238.51,0,2,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,60.75,0.527,24.52,29,20410.44,High,Established,Medium
CUST-12284,2021-11-27,Starter,Manufacturing,North America,PayPal,30,216.74,115.71,101.03,46.61,1,7,4,6,3030.92,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,54.18,0.4661,28.9,17,2600.88,Low,Veteran,Medium
CUST-12285,2021-03-02,Growth,Manufacturing,Europe,Bank Transfer,39,652.79,306.15,346.64,53.1,1,5,8,10,13519.13,0,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,81.6,0.531,26.56,13,7833.48,Medium,Veteran,Medium
CUST-12286,2021-07-02,Enterprise,Education,North America,Invoice,35,5508.79,1965.73,3543.06,64.32,1,14,99,1,124007.17,0,3,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,55.64,0.6432,53.51,21,66105.48,Premium,Veteran,High
CUST-12287,2023-02-20,Enterprise,Manufacturing,Latin America,PayPal,15,5158.99,2571.34,2587.65,50.16,0,13,155,7,38814.79,0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,33.28,0.5016,62.48,6,61907.88,Premium,Established,Medium
CUST-12288,2021-07-16,Growth,Logistics,Asia Pacific,Bank Transfer,35,729.57,361.07,368.5,50.51,2,10,14,3,12897.44,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,52.11,0.5051,32.82,20,8754.84,Medium,Veteran,Medium
CUST-12289,2023-10-21,Growth,Education,Latin America,Invoice,7,593.82,233.33,360.49,60.71,1,10,4,6,2523.46,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,148.46,0.6071,33.31,11,7125.84,Medium,Growing,High
CUST-12290,2022-12-21,Professional,Finance,Europe,Bank Transfer,17,1698.74,651.07,1047.67,61.67,2,19,22,6,17810.45,0,2,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,77.22,0.6167,47.26,14,20384.88,High,Established,High
CUST-12291,2023-12-09,Starter,Retail,Latin America,Credit Card,5,171.29,96.64,74.65,43.58,2,12,1,9,373.27,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,171.29,0.4358,33.8,13,2055.48,Low,Growing,Low
CUST-12292,2021-07-15,Starter,Manufacturing,North America,Invoice,35,212.08,108.38,103.7,48.9,3,9,2,8,3629.64,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,106.04,0.489,27.54,15,2544.96,Low,Veteran,Medium
CUST-12293,2022-09-20,Starter,Technology,Asia Pacific,PayPal,20,220.24,65.68,154.56,70.18,3,8,4,6,3091.26,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,55.06,0.7018,26.37,21,2642.88,Low,Established,High
CUST-12294,2022-01-22,Professional,Logistics,North America,Bank Transfer,28,1444.61,622.04,822.57,56.94,0,17,39,7,23032.04,0,2,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,37.04,0.5694,50.88,6,17335.32,High,Veteran,Medium
CUST-12295,2022-12-09,Enterprise,Healthcare,Middle East,Bank Transfer,18,5204.26,2254.76,2949.5,56.67,0,14,137,10,53090.99,0,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,37.99,0.5667,61.24,0,62451.12,Premium,Established,Medium
CUST-12296,2023-06-22,Growth,Manufacturing,Asia Pacific,Bank Transfer,11,593.76,319.48,274.28,46.19,6,8,8,5,3017.03,0,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,74.22,0.4619,20.97,32,7125.12,Medium,Growing,Medium
CUST-12297,2021-03-04,Growth,Manufacturing,Europe,PayPal,39,529.99,240.72,289.27,54.58,2,6,12,6,11281.57,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,44.17,0.5458,26.63,22,6359.88,Medium,Veteran,Medium
CUST-12298,2021-08-09,Starter,Logistics,Asia Pacific,Invoice,34,187.82,84.46,103.36,55.03,5,8,1,6,3514.22,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,187.82,0.5503,21.92,27,2253.84,Low,Veteran,Medium
CUST-12299,2021-07-24,Growth,Manufacturing,Middle East,Bank Transfer,34,570.32,278.53,291.79,51.16,3,9,5,5,9920.98,0,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,114.06,0.5116,27.99,21,6843.84,Medium,Veteran,Medium
CUST-12300,2023-03-08,Growth,Manufacturing,Asia Pacific,PayPal,15,708.68,372.62,336.06,47.42,3,6,8,6,5040.92,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,88.58,0.4742,24.03,25,8504.16,Medium,Established,Medium
CUST-12301,2022-11-24,Starter,Education,Middle East,Credit Card,18,203.8,81.49,122.31,60.01,3,4,1,4,2201.63,1,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,203.8,0.6001,20.03,33,2445.6,Low,Established,High
