customer_id,signup_date,plan,industry,region,payment_method,tenure_months,monthly_revenue,cogs,gross_profit,gross_margin_pct,support_tickets,login_frequency,num_users,nps_score,ltv,churned
CUST-12723,2021-11-12,Growth,Retail,Asia Pacific,PayPal,31,694.37,230.45,463.92,66.81,3,10,6,5,14381.41,0
CUST-12724,2021-12-17,Growth,Finance,Latin America,Credit Card,29,528.2,255.57,272.63,51.61,1,9,14,9,7906.31,0
CUST-12725,2021-06-23,Growth,Education,Latin America,Credit Card,35,533.75,205.82,327.93,61.44,1,3,11,6,11477.64,0
CUST-12726,2021-08-11,Growth,Technology,Europe,PayPal,34,678.49,279.58,398.91,58.79,3,5,14,7,13562.77,0
CUST-12727,2023-07-17,Growth,Retail,Middle East,Invoice,10,672.9,306.85,366.05,54.4,1,7,3,0,3660.55,1
CUST-12728,2023-07-01,Growth,Finance,Latin America,Bank Transfer,11,537.25,210.38,326.87,60.84,1,5,12,10,3595.54,0
CUST-12729,2022-02-06,Professional,Manufacturing,Europe,Credit Card,28,1434.74,503.07,931.67,64.94,0,11,37,5,26086.72,0
CUST-12730,2021-07-06,Enterprise,Logistics,Middle East,PayPal,35,4924.18,1997.42,2926.76,59.44,1,13,187,10,102436.48,0
CUST-12731,2022-04-16,Starter,Logistics,Europe,Credit Card,25,213.49,91.53,121.96,57.13,2,1,2,8,3049.08,0
CUST-12732,2021-10-04,Starter,Manufacturing,Latin America,PayPal,32,222.51,83.68,138.83,62.39,4,7,1,3,4442.46,1
CUST-12733,2022-05-08,Growth,Manufacturing,Europe,Bank Transfer,25,729.71,330.04,399.67,54.77,2,5,8,5,9991.74,0
CUST-12734,2022-11-26,Starter,Healthcare,Middle East,Credit Card,18,203.01,70.32,132.69,65.36,3,8,3,5,2388.42,0
CUST-12735,2021-10-06,Starter,Retail,Asia Pacific,Invoice,32,187.51,62.56,124.95,66.64,2,10,2,8,3998.52,0
CUST-12736,2021-10-14,Starter,Finance,Latin America,Bank Transfer,32,223.48,70.95,152.53,68.25,2,11,3,5,4881.02,0
CUST-12737,2023-06-25,Growth,Education,North America,Bank Transfer,11,748.17,275.25,472.92,63.21,2,3,7,1,5202.1,1
CUST-12738,2021-12-04,Starter,Education,Asia Pacific,PayPal,30,186.23,91.81,94.42,50.7,1,7,3,9,2832.6,0
CUST-12739,2021-02-25,Professional,Technology,North America,Credit Card,39,1702.79,767.87,934.92,54.91,2,15,25,5,36461.86,0
CUST-12740,2022-10-23,Starter,Logistics,North America,Credit Card,19,211.36,90.9,120.46,56.99,2,5,3,4,2288.78,1
CUST-12741,2021-07-21,Starter,Technology,Europe,PayPal,34,247.31,118.95,128.36,51.9,6,8,2,8,4364.36,0
CUST-12742,2021-11-03,Professional,Technology,Middle East,Credit Card,31,1775.59,840.79,934.8,52.65,0,12,25,10,28978.8,0
CUST-12743,2022-08-22,Professional,Finance,North America,Invoice,21,1450.96,571.49,879.47,60.61,1,18,48,10,18468.81,0
CUST-12744,2022-08-12,Starter,Manufacturing,Europe,PayPal,21,184.22,60.48,123.74,67.17,0,4,4,7,2598.59,0
CUST-12745,2023-10-24,Starter,Healthcare,Europe,Invoice,7,184.05,63.79,120.26,65.34,2,10,4,10,841.82,0
CUST-12746,2021-03-24,Starter,Retail,Latin America,PayPal,38,220.53,87.2,133.33,60.46,5,11,1,8,5066.5,0
CUST-12747,2021-01-06,Enterprise,Technology,North America,Credit Card,41,5921.67,2750.19,3171.48,53.56,1,23,167,6,130030.82,0
CUST-12748,2021-07-01,Growth,Finance,Asia Pacific,Invoice,35,669.22,305.48,363.74,54.35,4,7,12,9,12730.95,0
CUST-12749,2023-02-13,Professional,Manufacturing,Europe,PayPal,15,1600.41,733.78,866.63,54.15,1,26,41,10,12999.52,0
CUST-12750,2023-11-14,Growth,Finance,Europe,Invoice,6,560.18,186.95,373.23,66.63,2,9,12,7,2239.4,0
CUST-12751,2022-09-28,Professional,Retail,North America,Invoice,20,1833.19,563.18,1270.01,69.28,0,13,23,9,25400.23,0
CUST-12752,2023-08-21,Enterprise,Education,North America,Credit Card,9,4972.82,2089.6,2883.22,57.98,0,19,46,10,25948.97,0
CUST-12753,2022-12-29,Growth,Healthcare,Latin America,PayPal,17,701.97,217.02,484.95,69.08,3,5,7,7,8244.21,0
CUST-12754,2021-09-15,Starter,Logistics,Middle East,Bank Transfer,33,198.73,76.01,122.72,61.75,4,7,3,1,4049.73,1
CUST-12755,2023-03-14,Professional,Logistics,North America,Credit Card,14,1601.45,487.82,1113.63,69.54,1,11,19,7,15590.77,0
CUST-12756,2022-06-20,Starter,Manufacturing,Middle East,Credit Card,23,211.71,74.71,137.0,64.71,1,8,4,6,3150.95,0
CUST-12757,2023-10-18,Professional,Logistics,Europe,PayPal,7,1606.9,550.12,1056.78,65.77,1,17,19,8,7397.43,0
CUST-12758,2022-01-20,Growth,Manufacturing,Europe,PayPal,28,634.8,205.62,429.18,67.61,1,8,8,10,12016.98,0
CUST-12759,2021-11-14,Starter,Finance,Asia Pacific,Bank Transfer,31,229.73,104.32,125.41,54.59,4,8,2,7,3887.71,0
CUST-12760,2021-12-16,Growth,Education,Latin America,Invoice,29,672.65,227.2,445.45,66.22,0,6,9,9,12918.1,0
CUST-12761,2021-02-12,Professional,Finance,Asia Pacific,Bank Transfer,40,1648.63,727.36,921.27,55.88,1,22,39,9,36850.87,0
CUST-12762,2023-12-19,Enterprise,Logistics,Europe,Invoice,5,6225.32,2675.17,3550.15,57.03,3,12,76,6,17750.75,0
CUST-12763,2023-08-05,Starter,Retail,Asia Pacific,Credit Card,10,230.3,107.86,122.44,53.17,1,3,2,10,1224.36,0
CUST-12764,2022-12-28,Enterprise,Retail,Latin America,Bank Transfer,17,5003.71,2027.66,2976.05,59.48,0,19,180,5,50592.93,0
CUST-12765,2022-01-18,Professional,Logistics,Asia Pacific,Credit Card,28,1282.97,440.12,842.85,65.7,1,11,28,10,23599.88,0
CUST-12766,2022-01-18,Growth,Education,Asia Pacific,Invoice,28,722.13,292.39,429.74,59.51,2,9,13,5,12032.7,0
CUST-12767,2023-02-12,Starter,Education,North America,PayPal,15,182.88,74.32,108.56,59.36,4,9,1,5,1628.35,0
CUST-12768,2022-04-08,Professional,Logistics,Asia Pacific,Credit Card,26,1619.71,670.96,948.75,58.58,0,16,32,6,24667.59,0
CUST-12769,2022-07-19,Professional,Healthcare,Middle East,Bank Transfer,22,1648.7,543.68,1105.02,67.02,0,17,21,9,24310.48,0
CUST-12770,2022-11-28,Growth,Finance,Middle East,Credit Card,18,727.26,251.56,475.7,65.41,3,7,10,0,8562.67,1
CUST-12771,2022-02-24,Starter,Logistics,Asia Pacific,Bank Transfer,27,215.47,81.52,133.95,62.17,2,5,3,5,3616.63,0
CUST-12772,2023-12-14,Growth,Logistics,Asia Pacific,Bank Transfer,5,511.39,221.57,289.82,56.67,3,11,6,8,1449.08,0
CUST-12773,2022-03-31,Professional,Education,North America,PayPal,26,1314.35,433.96,880.39,66.98,1,13,19,6,22890.08,0
CUST-12774,2023-12-14,Starter,Technology,North America,PayPal,5,231.53,99.06,132.47,57.22,4,10,4,7,662.36,0
CUST-12775,2022-05-09,Starter,Manufacturing,North America,Bank Transfer,25,180.95,70.97,109.98,60.78,2,10,1,8,2749.38,0
CUST-12776,2023-04-10,Growth,Finance,Europe,Bank Transfer,13,630.52,288.52,342.0,54.24,2,6,13,8,4446.06,0
CUST-12777,2021-06-07,Growth,Technology,Latin America,Credit Card,36,629.87,288.33,341.54,54.22,1,10,9,9,12295.37,0
CUST-12778,2021-07-15,Enterprise,Logistics,Asia Pacific,PayPal,35,5559.05,2183.74,3375.31,60.72,0,16,115,10,118135.83,0
CUST-12779,2021-01-22,Enterprise,Logistics,Middle East,Credit Card,40,5030.8,1811.2,3219.6,64.0,1,10,113,8,128784.02,0
CUST-12780,2021-08-07,Growth,Logistics,North America,Credit Card,34,708.89,325.0,383.89,54.15,1,5,8,8,13052.13,0
CUST-12781,2023-12-09,Enterprise,Technology,Middle East,Bank Transfer,5,5208.34,2142.92,3065.42,58.86,1,16,154,6,15327.08,0
CUST-12782,2023-08-26,Growth,Education,Latin America,Invoice,9,699.85,236.13,463.72,66.26,1,7,12,7,4173.46,0
CUST-12783,2023-05-01,Enterprise,Retail,Asia Pacific,Credit Card,13,4522.65,1775.43,2747.22,60.74,1,19,137,8,35713.8,0
CUST-12784,2021-10-02,Growth,Finance,Asia Pacific,Invoice,32,735.12,296.94,438.18,59.61,2,10,7,7,14021.83,0
CUST-12785,2021-09-10,Starter,Retail,Middle East,Credit Card,33,183.38,73.55,109.83,59.89,3,9,4,7,3624.39,0
CUST-12786,2022-04-08,Professional,Technology,Middle East,Invoice,26,1526.26,509.8,1016.46,66.6,1,21,12,8,26428.06,0
CUST-12787,2023-04-15,Enterprise,Retail,North America,Bank Transfer,13,4574.57,1650.48,2924.09,63.92,3,14,156,8,38013.11,0
CUST-12788,2021-05-31,Growth,Healthcare,Middle East,Bank Transfer,36,712.05,319.36,392.69,55.15,2,7,3,8,14137.0,0
CUST-12789,2021-06-07,Professional,Retail,Asia Pacific,PayPal,36,1533.79,558.16,975.63,63.61,0,10,26,2,35122.8,1
CUST-12790,2023-12-01,Starter,Education,Asia Pacific,Bank Transfer,6,204.81,82.28,122.53,59.83,0,6,2,6,735.15,0
CUST-12791,2022-11-23,Starter,Logistics,Asia Pacific,Credit Card,18,205.84,94.61,111.23,54.04,1,5,1,4,2002.12,1
CUST-12792,2023-11-30,Enterprise,Finance,Latin America,Credit Card,6,4900.59,2027.53,2873.06,58.63,0,16,49,7,17238.36,0
CUST-12793,2021-02-06,Starter,Education,Europe,PayPal,40,195.27,81.2,114.07,58.42,3,18,2,6,4562.76,0
CUST-12794,2023-01-10,Growth,Logistics,North America,Bank Transfer,16,584.43,242.86,341.57,58.44,2,14,5,7,5465.06,0
CUST-12795,2021-11-12,Starter,Logistics,North America,PayPal,31,174.43,79.87,94.56,54.21,5,6,1,5,2931.48,0
CUST-12796,2021-12-26,Starter,Retail,Europe,Credit Card,29,182.03,77.46,104.57,57.45,3,11,2,5,3032.66,0
CUST-12797,2023-05-31,Professional,Retail,Asia Pacific,Credit Card,12,1545.51,665.71,879.8,56.93,2,16,16,10,10557.56,0
CUST-12798,2023-09-22,Growth,Finance,Middle East,Credit Card,8,624.16,280.78,343.38,55.01,2,9,6,5,2747.02,0
CUST-12799,2022-03-08,Enterprise,Finance,Middle East,Bank Transfer,27,4955.83,2210.46,2745.37,55.4,1,21,192,5,74125.0,0
CUST-12800,2022-05-11,Professional,Retail,North America,Credit Card,25,1698.06,580.98,1117.08,65.79,0,16,25,6,27927.0,0
CUST-12801,2022-02-02,Starter,Logistics,Middle East,PayPal,28,208.61,81.35,127.26,61.0,2,12,2,5,3563.2,0
CUST-12802,2023-04-15,Growth,Finance,Middle East,Bank Transfer,13,540.63,243.63,297.0,54.94,0,5,7,5,3861.01,1
CUST-12803,2021-04-20,Growth,Education,Asia Pacific,Credit Card,37,700.33,343.87,356.46,50.9,2,2,9,5,13188.9,1
CUST-12804,2023-11-06,Professional,Finance,North America,Credit Card,6,1807.54,736.32,1071.22,59.26,1,16,25,10,6427.3,0
CUST-12805,2022-01-08,Starter,Logistics,Asia Pacific,Invoice,29,236.02,74.77,161.25,68.32,0,8,1,7,4676.34,0
CUST-12806,2023-04-06,Enterprise,Retail,Middle East,Bank Transfer,14,6087.23,2908.9,3178.33,52.21,1,16,131,9,44496.57,0
CUST-12807,2022-08-31,Enterprise,Logistics,Middle East,PayPal,21,5324.52,1850.76,3473.76,65.24,2,16,154,10,72948.94,0
CUST-12808,2021-10-25,Enterprise,Technology,Middle East,Invoice,31,5897.21,2636.97,3260.24,55.28,0,15,147,8,101067.53,0
CUST-12809,2021-10-28,Professional,Manufacturing,Latin America,Bank Transfer,31,1575.6,765.96,809.64,51.39,1,19,13,10,25098.93,0
CUST-12810,2022-02-03,Starter,Retail,North America,Invoice,28,236.69,108.95,127.74,53.97,5,11,3,10,3576.68,0
CUST-12811,2022-08-26,Growth,Technology,Europe,Bank Transfer,21,592.54,209.56,382.98,64.63,1,7,12,7,8042.68,0
CUST-12812,2023-04-16,Enterprise,Finance,Middle East,Credit Card,13,5343.1,1838.96,3504.14,65.58,0,14,139,8,45553.88,0
CUST-12813,2023-03-27,Starter,Manufacturing,Latin America,Bank Transfer,14,242.53,107.06,135.47,55.86,5,10,2,9,1896.57,0
CUST-12814,2023-06-25,Enterprise,Logistics,Latin America,Credit Card,11,4927.1,2260.05,2667.05,54.13,0,11,148,10,29337.6,0
CUST-12815,2023-12-01,Growth,Retail,Middle East,Bank Transfer,6,731.23,325.61,405.62,55.47,2,4,5,10,2433.71,0
CUST-12816,2022-05-15,Professional,Education,Middle East,Invoice,24,1507.95,615.32,892.63,59.19,3,19,23,8,21423.11,0
CUST-12817,2022-08-07,Growth,Education,Middle East,Credit Card,22,637.37,274.46,362.91,56.94,2,6,12,6,7984.02,0
CUST-12818,2023-06-09,Professional,Finance,North America,Bank Transfer,11,1373.32,572.16,801.16,58.34,0,14,19,9,8812.8,0
CUST-12819,2021-10-28,Growth,Finance,Middle East,Invoice,31,714.58,254.09,460.49,64.44,4,8,5,5,14275.32,0
CUST-12820,2023-02-14,Professional,Technology,Middle East,PayPal,15,1686.44,507.44,1179.0,69.91,4,22,25,10,17685.01,0
CUST-12821,2023-09-14,Starter,Logistics,Europe,Credit Card,8,223.4,98.55,124.85,55.89,1,8,2,6,998.79,0
CUST-12822,2023-12-19,Starter,Education,Europe,Bank Transfer,5,185.41,86.56,98.85,53.31,3,7,3,8,494.27,0
CUST-12823,2022-01-29,Professional,Logistics,North America,Invoice,28,1321.41,422.8,898.61,68.0,2,14,41,7,25161.2,0
CUST-12824,2022-09-29,Enterprise,Manufacturing,Europe,Bank Transfer,20,6236.09,2002.45,4233.64,67.89,1,5,168,9,84672.76,0
CUST-12825,2021-12-03,Professional,Education,North America,Credit Card,30,1799.76,649.94,1149.82,63.89,0,15,22,7,34494.62,0
CUST-12826,2023-03-12,Growth,Technology,North America,PayPal,14,698.38,233.91,464.47,66.51,0,6,5,5,6502.54,0
CUST-12827,2023-03-04,Enterprise,Technology,North America,Credit Card,15,5096.34,2203.9,2892.44,56.76,0,19,67,8,43386.67,0
CUST-12828,2021-02-22,Starter,Technology,Europe,Invoice,39,215.93,102.36,113.57,52.6,3,5,2,4,4429.39,1
CUST-12829,2022-07-26,Starter,Finance,Middle East,Credit Card,22,213.36,75.67,137.69,64.53,2,8,1,1,3029.16,1
CUST-12830,2023-07-18,Starter,Logistics,Asia Pacific,Credit Card,10,194.49,68.38,126.11,64.84,2,7,4,6,1261.05,0
CUST-12831,2023-06-27,Growth,Logistics,Middle East,Bank Transfer,11,703.36,259.82,443.54,63.06,2,5,4,10,4878.93,0
CUST-12832,2022-07-28,Growth,Technology,Asia Pacific,Bank Transfer,22,644.87,304.35,340.52,52.8,0,8,7,7,7491.35,0
CUST-12833,2023-03-12,Enterprise,Finance,Latin America,Invoice,14,5298.23,1644.84,3653.39,68.95,1,22,160,6,51147.49,0
CUST-12834,2021-09-24,Enterprise,Healthcare,Latin America,PayPal,32,5499.8,1736.57,3763.23,68.42,1,18,65,8,120423.51,0
CUST-12835,2023-10-05,Professional,Technology,Middle East,Credit Card,8,1683.24,742.96,940.28,55.86,1,14,19,8,7522.28,0
CUST-12836,2021-05-17,Enterprise,Finance,North America,Bank Transfer,37,5840.56,2492.82,3347.74,57.32,2,15,95,7,123866.37,0
CUST-12837,2021-05-18,Professional,Technology,Latin America,Invoice,37,1792.41,765.39,1027.02,57.3,0,19,28,5,37999.86,0
CUST-12838,2021-07-02,Growth,Healthcare,Latin America,Bank Transfer,35,723.13,358.85,364.28,50.38,1,10,4,9,12749.74,0
CUST-12839,2022-12-08,Professional,Retail,Europe,Bank Transfer,18,1445.54,556.14,889.4,61.53,0,10,20,10,16009.15,0
CUST-12840,2023-08-09,Enterprise,Technology,Latin America,Credit Card,9,5566.56,2020.46,3546.1,63.7,0,13,169,0,31914.91,1
CUST-12841,2021-12-01,Growth,Education,North America,Credit Card,30,527.86,208.22,319.64,60.55,1,10,7,2,9589.1,1
CUST-12842,2023-11-18,Starter,Healthcare,Latin America,Bank Transfer,6,175.9,80.85,95.05,54.04,7,12,3,9,570.33,0
CUST-12843,2022-12-08,Professional,Healthcare,Latin America,PayPal,18,1698.94,518.5,1180.44,69.48,2,12,43,8,21248.0,0
CUST-12844,2022-08-31,Growth,Healthcare,Latin America,Credit Card,21,564.81,201.04,363.77,64.41,6,6,3,10,7639.14,0
CUST-12845,2021-04-08,Starter,Education,Europe,Invoice,38,181.98,85.49,96.49,53.02,5,7,4,4,3666.64,1
CUST-12846,2021-07-13,Enterprise,Retail,Middle East,Credit Card,35,6095.31,2166.55,3928.76,64.46,2,13,113,8,137506.46,0
CUST-12847,2022-02-24,Professional,Technology,Europe,PayPal,27,1716.66,702.79,1013.87,59.06,0,15,18,5,27374.54,0
CUST-12848,2021-10-18,Starter,Finance,Latin America,Credit Card,31,210.57,100.71,109.86,52.17,1,6,2,6,3405.72,0
CUST-12849,2022-01-18,Enterprise,Education,Middle East,Bank Transfer,28,6205.35,2917.36,3287.99,52.99,2,10,110,7,92063.81,0
CUST-12850,2022-01-09,Growth,Education,North America,PayPal,29,595.73,183.87,411.86,69.14,1,14,6,4,11944.05,1
CUST-12851,2021-12-18,Growth,Retail,Middle East,PayPal,29,698.21,236.27,461.94,66.16,1,9,5,10,13396.31,0
CUST-12852,2022-04-24,Professional,Education,Latin America,PayPal,25,1680.87,735.51,945.36,56.24,2,18,23,5,23634.02,0
CUST-12853,2021-08-24,Growth,Logistics,Middle East,Bank Transfer,33,660.57,254.69,405.88,61.44,1,4,9,6,13394.01,0
CUST-12854,2021-03-01,Growth,Manufacturing,Asia Pacific,PayPal,39,614.08,256.28,357.8,58.27,2,10,12,8,13954.11,0
CUST-12855,2023-05-28,Enterprise,Education,North America,PayPal,12,5755.17,2721.54,3033.63,52.71,1,16,97,5,36403.55,0
CUST-12856,2023-04-05,Starter,Finance,Latin America,Credit Card,14,172.06,71.88,100.18,58.22,4,14,4,8,1402.48,0
CUST-12857,2021-02-01,Enterprise,Healthcare,Latin America,Bank Transfer,40,5534.88,2456.34,3078.54,55.62,1,16,173,9,123141.79,0
CUST-12858,2021-06-22,Starter,Finance,Middle East,Bank Transfer,35,245.94,90.03,155.91,63.39,0,4,3,9,5456.74,0
CUST-12859,2022-11-03,Growth,Healthcare,Europe,Invoice,19,642.23,230.97,411.26,64.04,2,4,14,5,7813.89,0
CUST-12860,2022-11-18,Starter,Finance,Asia Pacific,Credit Card,18,197.99,85.88,112.11,56.62,3,10,4,10,2017.94,0
CUST-12861,2021-11-04,Enterprise,Technology,Asia Pacific,PayPal,31,4335.62,1938.6,2397.02,55.29,1,12,103,9,74307.76,0
CUST-12862,2022-11-02,Growth,Technology,Middle East,Bank Transfer,19,629.99,281.36,348.63,55.34,1,7,14,6,6624.0,0
CUST-12863,2023-12-31,Enterprise,Logistics,Middle East,Credit Card,5,6248.37,2526.97,3721.4,59.56,0,12,97,8,18607.01,0
CUST-12864,2021-02-03,Professional,Healthcare,Latin America,Invoice,40,1338.48,498.25,840.23,62.77,0,16,17,9,33609.09,0
CUST-12865,2022-04-16,Growth,Technology,Asia Pacific,Credit Card,25,512.09,208.1,303.99,59.36,2,9,12,7,7599.83,0
CUST-12866,2023-11-06,Enterprise,Education,Middle East,Invoice,6,5380.92,2091.25,3289.67,61.14,0,15,50,6,19738.01,0
CUST-12867,2023-11-15,Growth,Retail,Middle East,Invoice,6,671.9,302.68,369.22,54.95,0,7,14,9,2215.32,0
CUST-12868,2022-12-12,Starter,Education,North America,Invoice,17,221.95,75.69,146.26,65.9,7,8,3,10,2486.44,0
CUST-12869,2021-07-07,Enterprise,Logistics,North America,PayPal,35,4991.82,1524.53,3467.29,69.46,0,17,84,6,121355.12,0
CUST-12870,2023-07-06,Growth,Healthcare,Middle East,PayPal,11,699.03,268.04,430.99,61.66,2,9,6,7,4740.94,0
CUST-12871,2023-07-15,Growth,Manufacturing,Europe,Credit Card,10,708.83,323.64,385.19,54.34,5,4,9,8,3851.87,0
CUST-12872,2023-10-11,Starter,Manufacturing,North America,PayPal,7,222.21,68.51,153.7,69.17,4,12,1,7,1075.91,0
CUST-12873,2023-06-13,Enterprise,Finance,Middle East,Bank Transfer,11,5643.51,1771.87,3871.64,68.6,1,19,160,6,42588.04,0
CUST-12874,2023-11-24,Growth,Logistics,Europe,Invoice,6,645.61,248.35,397.26,61.53,4,10,5,10,2383.59,0
CUST-12875,2023-12-10,Enterprise,Education,North America,Invoice,5,4589.27,1642.63,2946.64,64.21,1,9,190,3,14733.21,1
CUST-12876,2021-04-17,Growth,Education,Europe,Invoice,38,675.69,227.31,448.38,66.36,1,7,14,10,17038.46,0
CUST-12877,2023-02-20,Starter,Education,Asia Pacific,PayPal,15,202.38,76.87,125.51,62.02,0,3,3,10,1882.68,0
CUST-12878,2021-03-04,Professional,Education,Latin America,Credit Card,39,1583.29,513.43,1069.86,67.57,0,10,10,9,41724.52,0
CUST-12879,2022-12-03,Growth,Retail,Middle East,Bank Transfer,18,647.47,194.55,452.92,69.95,0,5,6,9,8152.58,0
CUST-12880,2023-08-02,Professional,Retail,Europe,PayPal,10,1644.1,540.1,1104.0,67.15,0,14,32,7,11039.98,0
CUST-12881,2022-01-16,Growth,Healthcare,Asia Pacific,Invoice,28,695.05,300.67,394.38,56.74,4,9,12,8,11042.74,0
CUST-12882,2023-03-13,Growth,Education,Middle East,Invoice,14,707.18,271.1,436.08,61.66,6,8,12,6,6105.18,0
CUST-12883,2022-11-28,Growth,Logistics,Europe,Credit Card,18,511.47,227.65,283.82,55.49,1,7,5,9,5108.83,0
CUST-12884,2023-12-28,Professional,Technology,Asia Pacific,Bank Transfer,5,1540.94,645.42,895.52,58.12,0,17,28,8,4477.61,0
CUST-12885,2021-12-10,Enterprise,Healthcare,Asia Pacific,PayPal,30,5956.45,2952.18,3004.27,50.44,1,19,77,7,90128.22,0
CUST-12886,2022-04-01,Growth,Finance,Middle East,Bank Transfer,26,534.92,232.8,302.12,56.48,2,7,12,7,7855.19,0
CUST-12887,2023-03-13,Professional,Technology,Europe,Credit Card,14,1571.94,751.85,820.09,52.17,2,16,27,7,11481.21,0
CUST-12888,2023-03-03,Starter,Education,Latin America,Invoice,15,229.42,97.5,131.92,57.5,2,14,1,10,1978.78,0
CUST-12889,2023-09-26,Professional,Technology,Middle East,Invoice,8,1629.65,517.16,1112.49,68.27,0,19,39,8,8899.9,0
CUST-12890,2021-01-16,Professional,Logistics,Asia Pacific,Bank Transfer,41,1851.7,809.76,1041.94,56.27,0,17,16,9,42719.72,0
CUST-12891,2021-08-20,Starter,Education,Middle East,Credit Card,33,230.35,89.69,140.66,61.06,1,9,3,6,4641.93,0
CUST-12892,2023-12-05,Enterprise,Healthcare,North America,Bank Transfer,5,4948.92,2263.42,2685.5,54.26,2,18,40,6,13427.51,0
CUST-12893,2021-03-19,Professional,Manufacturing,Europe,Invoice,39,1655.07,552.14,1102.93,66.64,0,16,21,3,43014.34,1
CUST-12894,2021-06-30,Professional,Healthcare,Latin America,Invoice,35,1642.59,676.63,965.96,58.81,0,10,45,5,33808.72,0
CUST-12895,2022-02-19,Enterprise,Technology,Asia Pacific,Invoice,27,5708.01,2365.77,3342.24,58.55,0,16,145,6,90240.48,0
CUST-12896,2023-05-10,Growth,Retail,Middle East,Bank Transfer,12,578.44,199.93,378.51,65.44,2,7,5,5,4542.1,0
CUST-12897,2022-10-12,Starter,Healthcare,Latin America,PayPal,19,213.99,67.71,146.28,68.36,1,10,2,3,2779.39,1
CUST-12898,2022-08-04,Professional,Logistics,Europe,Credit Card,22,1833.63,587.08,1246.55,67.98,2,10,13,9,27424.01,0
CUST-12899,2023-07-25,Starter,Technology,Asia Pacific,Bank Transfer,10,241.97,73.24,168.73,69.73,3,5,3,8,1687.28,0
CUST-12900,2021-05-04,Starter,Education,Middle East,PayPal,37,175.03,82.88,92.15,52.65,5,10,2,7,3409.41,0
CUST-12901,2022-07-11,Growth,Logistics,Latin America,Credit Card,23,579.21,174.76,404.45,69.83,2,7,12,9,9302.26,0
CUST-12902,2023-04-04,Growth,Logistics,Middle East,Invoice,14,569.03,176.65,392.38,68.96,1,6,3,2,5493.35,1
CUST-12903,2023-05-03,Growth,Retail,Middle East,PayPal,13,523.54,172.06,351.48,67.14,0,5,14,4,4569.22,1
CUST-12904,2023-07-11,Professional,Logistics,Middle East,PayPal,10,1486.43,639.57,846.86,56.97,0,15,48,5,8468.59,0
CUST-12905,2023-10-07,Professional,Retail,Europe,Bank Transfer,7,1433.17,504.42,928.75,64.8,0,18,21,6,6501.26,0
CUST-12906,2023-05-15,Professional,Education,Asia Pacific,Invoice,12,1293.47,614.76,678.71,52.47,0,13,41,6,8144.52,0
CUST-12907,2021-12-31,Professional,Logistics,Middle East,Invoice,29,1438.94,684.87,754.07,52.4,2,16,49,9,21867.95,0
CUST-12908,2023-05-27,Professional,Manufacturing,North America,Credit Card,12,1588.41,611.14,977.27,61.53,0,15,15,6,11727.21,0
CUST-12909,2021-03-29,Starter,Healthcare,North America,Credit Card,38,226.3,67.95,158.35,69.97,2,5,3,1,6017.43,1
CUST-12910,2021-05-29,Professional,Retail,Europe,Bank Transfer,36,1695.4,774.66,920.74,54.31,0,14,37,6,33146.71,0
CUST-12911,2022-10-12,Growth,Education,North America,Invoice,19,652.33,292.74,359.59,55.12,5,7,4,0,6832.21,1
CUST-12912,2021-03-11,Starter,Retail,Asia Pacific,PayPal,39,214.76,102.62,112.14,52.22,1,7,1,10,4373.37,0
CUST-12913,2022-08-05,Enterprise,Manufacturing,Europe,Credit Card,22,4934.05,2117.6,2816.45,57.08,0,13,154,5,61961.99,0
CUST-12914,2021-10-23,Enterprise,Finance,Middle East,PayPal,31,5260.99,1817.19,3443.8,65.46,1,16,136,10,106757.87,0
CUST-12915,2022-08-23,Growth,Finance,Latin America,PayPal,21,514.23,242.58,271.65,52.83,1,3,3,10,5704.67,0
CUST-12916,2023-01-21,Growth,Education,North America,Bank Transfer,16,578.27,177.03,401.24,69.39,1,6,14,6,6419.91,0
CUST-12917,2021-05-23,Growth,Retail,Asia Pacific,Bank Transfer,36,739.79,336.07,403.72,54.57,3,5,9,7,14533.81,0
CUST-12918,2021-10-01,Growth,Education,Middle East,Credit Card,32,546.94,187.94,359.0,65.64,2,9,8,8,11488.08,0
CUST-12919,2021-01-15,Starter,Healthcare,Europe,Bank Transfer,41,229.04,80.46,148.58,64.87,1,9,2,9,6091.98,0
CUST-12920,2021-07-04,Starter,Technology,Latin America,Credit Card,35,213.47,67.22,146.25,68.51,5,5,4,7,5118.82,0
CUST-12921,2022-02-22,Enterprise,Retail,Latin America,Bank Transfer,27,5450.23,2171.95,3278.28,60.15,1,15,65,7,88513.54,0
CUST-12922,2023-08-24,Enterprise,Retail,North America,Bank Transfer,9,5628.08,1920.32,3707.76,65.88,1,16,127,9,33369.87,0
CUST-12923,2022-01-06,Starter,Education,Latin America,Bank Transfer,29,221.28,92.99,128.29,57.98,0,8,3,6,3720.34,0
CUST-12924,2023-01-14,Enterprise,Finance,Asia Pacific,Invoice,16,5212.45,2584.72,2627.73,50.41,1,9,135,7,42043.74,0
CUST-12925,2021-11-13,Professional,Finance,Europe,PayPal,31,1357.39,492.37,865.02,63.73,0,13,27,10,26815.73,0
CUST-12926,2023-11-13,Starter,Retail,Europe,Credit Card,6,177.06,67.85,109.21,61.68,5,9,3,6,655.23,0
CUST-12927,2021-07-29,Enterprise,Finance,Middle East,Bank Transfer,34,4951.93,1681.88,3270.05,66.04,2,11,155,7,111181.78,0
